"","corona_clo"
"92",0.00021079258010118
"93",0.00021079258010118
"94",0.00021079258010118
"95",0.00021079258010118
"96",0.00021079258010118
"97",0.00021079258010118
"98",0.00021079258010118
"99",0.00021079258010118
"100",0.00021079258010118
"101",0.00021079258010118
"102",0.00021079258010118
"103",0.00021079258010118
"104",0.00021079258010118
"105",0.000211774671749259
"106",0.00021079258010118
"107",0.00021079258010118
"108",0.00021079258010118
"109",0.00021079258010118
"110",0.00021079258010118
"111",0.00021079258010118
"112",0.00021079258010118
"113",0.00021079258010118
"114",0.00021079258010118
"115",0.00021079258010118
"116",0.00021079258010118
"117",0.00021079258010118
"118",0.00021079258010118
"119",0.00021079258010118
"120",0.00021079258010118
"121",0.00021079258010118
"122",0.00021079258010118
"123",0.00021079258010118
"124",0.00021079258010118
"125",0.00021079258010118
"126",0.00021079258010118
"127",0.00021079258010118
"128",0.00021079258010118
"129",0.00021079258010118
"130",0.00021079258010118
"131",0.00021079258010118
"132",0.00021079258010118
"133",0.00021079258010118
"134",0.000276701715550636
"135",0.00021079258010118
"136",0.00021079258010118
"137",0.00021079258010118
"138",0.00021079258010118
"139",0.00021079258010118
"140",0.00021079258010118
"141",0.00021079258010118
"142",0.00021079258010118
"143",0.00021079258010118
"144",0.00021079258010118
"145",0.00021079258010118
"146",0.00021079258010118
"147",0.00021079258010118
"148",0.00021079258010118
"149",0.000212134068731438
"150",0.00021079258010118
"151",0.00021079258010118
"152",0.00021079258010118
"153",0.000228102189781022
"154",0.00021079258010118
"155",0.000276701715550636
"156",0.00021079258010118
"157",0.00021079258010118
"158",0.00021079258010118
"159",0.00021079258010118
"160",0.00025
"161",0.00021079258010118
"162",0.00021079258010118
"163",0.00021079258010118
"164",0.000276701715550636
"165",0.00025
"166",0.00021079258010118
"167",0.00021079258010118
"168",0.00025
"169",0.000212675457252233
"170",0.00021079258010118
"171",0.00021079258010118
"172",0.000276701715550636
"173",0.00021079258010118
"174",0.00021079258010118
"175",0.000276701715550636
"176",0.00021079258010118
"177",0.000243664717348928
"178",0.00021079258010118
"179",0.000243664717348928
"180",0.000243664717348928
"181",0.000276701715550636
"182",0.00021079258010118
"183",0.00025
"184",0.00021079258010118
"185",0.00021079258010118
"186",0.00021079258010118
"187",0.00021079258010118
"188",0.00021079258010118
"189",0.00021079258010118
"190",0.00021079258010118
"191",0.00021079258010118
"192",0.00021079258010118
"193",0.00021079258010118
"194",0.00021079258010118
"195",0.00021079258010118
"196",0.00021079258010118
"197",0.00021079258010118
"198",0.00021079258010118
"199",0.00021079258010118
"200",0.00021079258010118
"201",0.00021079258010118
"202",0.00021079258010118
"203",0.00021079258010118
"204",0.00021079258010118
"205",0.00021079258010118
"206",0.00021079258010118
"207",0.000207296849087894
"208",0.000175808720112518
"209",0.000175808720112518
"210",0.000226551880380607
"211",0.000202511138112596
"212",0.000202511138112596
"213",0.000202511138112596
"214",0.000202511138112596
"215",0.000202511138112596
"216",0.000226551880380607
"217",0.000202511138112596
"218",0.00017636684303351
"219",0.00017636684303351
"220",0.00017636684303351
"221",0.00017636684303351
"222",0.00017636684303351
"223",0.00017636684303351
"224",0.00017636684303351
"225",0.00017636684303351
"226",0.00017636684303351
"227",0.00021079258010118
"228",0.00021079258010118
"229",0.000211774671749259
"230",0.00021079258010118
"231",0.00021079258010118
"232",0.00021079258010118
"233",0.00021079258010118
"234",0.00021079258010118
"235",0.00021079258010118
"236",0.00021079258010118
"237",0.00021079258010118
"238",0.000228102189781022
"239",0.00021079258010118
"240",0.00021079258010118
"241",0.00021079258010118
"242",0.00021079258010118
"243",0.00021079258010118
"244",0.00021079258010118
"245",0.00021079258010118
"246",0.00021079258010118
"247",0.00021079258010118
"248",0.00021079258010118
"249",0.00021079258010118
"250",0.00021079258010118
"251",0.00021079258010118
"252",0.00021079258010118
"253",0.00021079258010118
"254",0.00021079258010118
"255",0.00021079258010118
"256",0.00021079258010118
"257",0.00021079258010118
"258",0.00021079258010118
"259",0.00021079258010118
"260",0.00021079258010118
"261",0.00021079258010118
"262",0.00021079258010118
"263",0.00021079258010118
"264",0.00021079258010118
"265",0.00021079258010118
"266",0.00021079258010118
"267",0.000180897250361794
"268",0.000180897250361794
"269",0.000181950509461427
"270",0.000181950509461427
"271",0.000181950509461427
"272",0.000210260723296888
"273",0.000181950509461427
"274",0.000181950509461427
"275",0.000181950509461427
"276",0.000181950509461427
"277",0.000181950509461427
"278",0.000181950509461427
"279",0.000181950509461427
"280",0.000181950509461427
"281",0.000181950509461427
"282",0.000181950509461427
"283",0.000181950509461427
"284",0.000181950509461427
"285",0.000181950509461427
"286",0.000181950509461427
"287",0.000181950509461427
"288",0.000181950509461427
"289",0.000188182160331201
"290",0.000181950509461427
"291",0.000181950509461427
"292",0.000236294896030246
"293",0.000181950509461427
"294",0.000181950509461427
"295",0.000181950509461427
"296",0.000214500214500215
"297",0.000181950509461427
"298",0.000181950509461427
"299",0.000181950509461427
"300",0.000181950509461427
"301",0.000181950509461427
"302",0.000181950509461427
"303",0.000181950509461427
"304",0.000181950509461427
"305",0.000181950509461427
"306",0.000181950509461427
"307",0.000181950509461427
"308",0.000235404896421846
"309",0.000181950509461427
"310",0.000181950509461427
"311",0.000181950509461427
"312",0.000181950509461427
"313",0.000181950509461427
"314",0.000210260723296888
"315",0.000181950509461427
"316",0.000207382828701783
"317",0.000163559044815178
"318",0.000163559044815178
"319",0.000163559044815178
"320",0.000163559044815178
"321",0.000163559044815178
"322",0.000163559044815178
"323",0.000163559044815178
"324",0.000207382828701783
"325",0.000163559044815178
"326",0.000163559044815178
"327",0.000183621006243114
"328",0.000183621006243114
"329",0.000215703192407248
"330",0.000183621006243114
"331",0.000183621006243114
"332",0.000183621006243114
"333",0.000235404896421846
"334",0.000183621006243114
"335",0.000183621006243114
"336",0.000183621006243114
"337",0.000214041095890411
"338",0.000183621006243114
"339",0.000183621006243114
"340",0.000214041095890411
"341",0.000214041095890411
"342",0.000201288244766506
"343",0.000214041095890411
"344",0.000183621006243114
"345",0.000183621006243114
"346",0.000183621006243114
"347",0.000214041095890411
"348",0.000183621006243114
"349",0.000183621006243114
"350",0.000215703192407248
"351",0.000215703192407248
"352",0.000183621006243114
"353",0.00021079258010118
"354",0.000212134068731438
"355",0.00021079258010118
"356",0.00021079258010118
"357",0.000215703192407248
"358",0.00021079258010118
"359",0.00021079258010118
"360",0.00021079258010118
"361",0.00021079258010118
"362",0.000265957446808511
"363",0.00021079258010118
"364",0.000257334019557386
"365",0.000265957446808511
"366",0.000337381916329285
"367",0.000343406593406593
"368",0.000232991612301957
"369",0.00021079258010118
"370",0.00021079258010118
"371",0.00021079258010118
"372",0.000316055625790139
"373",0.000217202432667246
"374",0.000212134068731438
"375",0.000292568753657109
"376",0.000316455696202532
"377",0.000318268618714195
"378",0.000215703192407248
"379",0.000217202432667246
"380",0.000216919739696312
"381",0.000243664717348928
"382",0.000333778371161549
"383",0.000220264317180617
"384",0.00021079258010118
"385",0.000224820143884892
"386",0.00021079258010118
"387",0.000241429261226461
"388",0.000217202432667246
"389",0.000217202432667246
"390",0.000212675457252233
"391",0.000214132762312634
"392",0.000241429261226461
"393",0.000232342007434944
"394",0.000249625561657514
"395",0.000331564986737401
"396",0.000333778371161549
"397",0.000335345405767941
"398",0.00021079258010118
"399",0.00021079258010118
"400",0.00021079258010118
"401",0.00021079258010118
"402",0.00021079258010118
"403",0.00021079258010118
"404",0.00021079258010118
"405",0.00021079258010118
"406",0.00021079258010118
"407",0.00021079258010118
"408",0.00021079258010118
"409",0.00021079258010118
"410",0.00021079258010118
"411",0.00021079258010118
"412",0.00021079258010118
"413",0.00021079258010118
"414",0.00021079258010118
"415",0.00021079258010118
"416",0.00021079258010118
"417",0.00021079258010118
"418",0.00021079258010118
"419",0.00021079258010118
"420",0.00021079258010118
"421",0.00021079258010118
"422",0.00021079258010118
"423",0.00021079258010118
"424",0.00021079258010118
"425",0.00021079258010118
"426",0.00021079258010118
"427",0.000328731097961867
"428",0.000287521564117309
"429",0.000291036088474971
"430",0.000333778371161549
"431",0.000335795836131632
"432",0.00021079258010118
"433",0.000241429261226461
"434",0.000211774671749259
"435",0.00021079258010118
"436",0.00021079258010118
"437",0.00021079258010118
"438",0.000215703192407248
"439",0.000333778371161549
"440",0.000212224108658744
"441",0.000241429261226461
"442",0.000214132762312634
"443",0.000214132762312634
"444",0.000212675457252233
"445",0.000214132762312634
"446",0.000214961306964746
"447",0.00021079258010118
"448",0.000249625561657514
"449",0.00021079258010118
"450",0.00021079258010118
"451",0.000212675457252233
"452",0.000215703192407248
"453",0.00021079258010118
"454",0.00021079258010118
"455",0.00021079258010118
"456",0.00021079258010118
"457",0.000232991612301957
"458",0.000215703192407248
"459",0.00021079258010118
"460",0.00021079258010118
"461",0.00018037518037518
"462",0.00021079258010118
"463",0.000214592274678112
"464",0.00021079258010118
"465",0.00021079258010118
"466",0.000219394471259324
"467",0.000215703192407248
"468",0.00021079258010118
"469",0.00021079258010118
"470",0.000215703192407248
"471",0.000215703192407248
"472",0.00021079258010118
"473",0.00021079258010118
"474",0.000214132762312634
"475",0.00021079258010118
"476",0.000214132762312634
"477",0.00021079258010118
"478",0.00021079258010118
"479",0.00021079258010118
"480",0.00021079258010118
"481",0.00021079258010118
"482",0.00021079258010118
"483",0.00021079258010118
"484",0.00021079258010118
"485",0.00021079258010118
"486",0.00021079258010118
"487",0.000219394471259324
"488",0.00021079258010118
"489",0.00021079258010118
"490",0.00021079258010118
"491",0.00021079258010118
"492",0.00021079258010118
"493",0.00021079258010118
"494",0.00021079258010118
"495",0.00021079258010118
"496",0.00021079258010118
"497",0.000211774671749259
"498",0.00021079258010118
"499",0.00021079258010118
"500",0.00021079258010118
"501",0.000171821305841924
"502",0.000208420175072947
"503",0.000232558139534884
"504",0.00020185708518369
"505",0.000207813798836243
"506",0.000189681335356601
"507",0.000189681335356601
"508",0.000223613595706619
"509",0.000240615976900866
"510",0.000197550375345713
"511",0.000207813798836243
"512",0.000197550375345713
"513",0.000193348801237432
"514",0.000199441563621859
"515",0.000195618153364632
"516",0.000240615976900866
"517",0.000200561572402728
"518",0.000200561572402728
"519",0.000189681335356601
"520",0.000193348801237432
"521",0.000193348801237432
"522",0.000257997936016512
"523",0.000199362041467305
"524",0.000199441563621859
"525",0.000240615976900866
"526",0.0001906941266209
"527",0.000246791707798618
"528",0.000231803430690774
"529",0.000261506276150628
"530",0.000189681335356601
"531",0.000297973778307509
"532",0.000236742424242424
"533",0.000138811771238201
"534",0.000138811771238201
"535",0.000209380234505863
"536",0.000175808720112518
"537",0.000175808720112518
"538",0.000175808720112518
"539",0.000223713646532438
"540",0.000175808720112518
"541",0.000175808720112518
"542",0.000175808720112518
"543",0.000189035916824197
"544",0.000186636804777902
"545",0.000220945647370747
"546",0.000206185567010309
"547",0.000214500214500215
"548",0.000214500214500215
"549",0.000214041095890411
"550",0.000219394471259324
"551",0.000163559044815178
"552",0.000183621006243114
"553",0.000183621006243114
"554",0.000183621006243114
"555",0.000183621006243114
"556",0.000183621006243114
"557",0.000183621006243114
"558",0.000183621006243114
"559",0.000183621006243114
"560",0.000183621006243114
"561",0.000183621006243114
"562",0.000183621006243114
"563",0.000183621006243114
"564",0.000183621006243114
"565",0.000171821305841924
"566",0.000171821305841924
"567",0.000189681335356601
"568",0.000189681335356601
"569",0.000189681335356601
"570",0.000189681335356601
"571",0.000189681335356601
"572",0.000195618153364632
"573",0.000228102189781022
"574",0.000193348801237432
"575",0.000189681335356601
"576",0.000189681335356601
"577",0.000223613595706619
"578",0.000189681335356601
"579",0.000189681335356601
"580",0.000189681335356601
"581",0.000189681335356601
"582",0.000223613595706619
"583",0.000193348801237432
"584",0.000189681335356601
"585",0.000193348801237432
"586",0.000189681335356601
"587",0.000189681335356601
"588",0.000189681335356601
"589",0.000189681335356601
"590",0.000189681335356601
"591",0.000189681335356601
"592",0.000189681335356601
"593",0.000189681335356601
"594",0.000189681335356601
"595",0.000228102189781022
"596",0.000189681335356601
"597",0.000189681335356601
"598",0.000189681335356601
"599",0.000189681335356601
"600",0.000189681335356601
"601",0.000189681335356601
"602",0.000193348801237432
"603",0.000228102189781022
"604",0.000189681335356601
"605",0.000189681335356601
"606",0.000189681335356601
"607",0.000189681335356601
"608",0.000189681335356601
"609",0.000189681335356601
"610",0.000189681335356601
"611",0.000189681335356601
"612",0.000189681335356601
"613",0.000189681335356601
"614",0.000189681335356601
"615",0.000189681335356601
"616",0.000189681335356601
"617",0.000189681335356601
"618",0.000189681335356601
"619",0.000189681335356601
"620",0.000189681335356601
"621",0.000228102189781022
"622",0.000223613595706619
"623",0.000189681335356601
"624",0.000189681335356601
"625",0.000228102189781022
"626",0.000193348801237432
"627",0.000189681335356601
"628",0.000189681335356601
"629",0.000189681335356601
"630",0.000189681335356601
"631",0.000189681335356601
"632",0.000189681335356601
"633",0.000228102189781022
"634",0.000189681335356601
"635",0.000189681335356601
"636",0.000189681335356601
"637",0.000223613595706619
"638",0.000189681335356601
"639",0.000193348801237432
"640",0.000189681335356601
"641",0.000189681335356601
"642",0.000195618153364632
"643",0.000189681335356601
"644",0.000189681335356601
"645",0.000228102189781022
"646",0.000189681335356601
"647",0.000189681335356601
"648",0.00019546520719312
"649",0.000189681335356601
"650",0.000189681335356601
"651",0.000228102189781022
"652",0.000189681335356601
"653",0.000223613595706619
"654",0.000189681335356601
"655",0.000189681335356601
"656",0.000189681335356601
"657",0.000193348801237432
"658",0.000189681335356601
"659",0.000189681335356601
"660",0.000189681335356601
"661",0.000189681335356601
"662",0.000189681335356601
"663",0.000189681335356601
"664",0.000193348801237432
"665",0.000189681335356601
"666",0.000189681335356601
"667",0.000189681335356601
"668",0.000189681335356601
"669",0.000189681335356601
"670",0.000189681335356601
"671",0.000189681335356601
"672",0.000189681335356601
"673",0.000193348801237432
"674",0.000189681335356601
"675",0.000189681335356601
"676",0.000189681335356601
"677",0.000189681335356601
"678",0.000189681335356601
"679",0.000189681335356601
"680",0.000189681335356601
"681",0.000189681335356601
"682",0.000189681335356601
"683",0.000189681335356601
"684",0.000189681335356601
"685",0.000189681335356601
"686",0.000189681335356601
"687",0.000189681335356601
"688",0.000189681335356601
"689",0.000189681335356601
"690",0.000189681335356601
"691",0.000189681335356601
"692",0.000189681335356601
"693",0.000138811771238201
"694",0.000138811771238201
"695",0.000138811771238201
"696",0.000138811771238201
"697",0.000138811771238201
"698",0.000165070980521624
"699",0.000138811771238201
"700",0.00021079258010118
"701",0.00021079258010118
"702",0.00021079258010118
"703",0.00021079258010118
"704",0.000243664717348928
"705",0.000243664717348928
"706",0.000219394471259324
"707",0.000243664717348928
"708",0.000243664717348928
"709",0.00021079258010118
"710",0.000243664717348928
"711",0.000213675213675214
"712",0.00021079258010118
"713",0.00021079258010118
"714",0.00021079258010118
"715",0.00021079258010118
"716",0.000243664717348928
"717",0.00021079258010118
"718",0.00021079258010118
"719",0.00021079258010118
"720",0.00021079258010118
"721",0.00025
"722",0.00021079258010118
"723",0.000276701715550636
"724",0.00021079258010118
"725",0.00021079258010118
"726",0.00021079258010118
"727",0.00021079258010118
"728",0.00021079258010118
"729",0.00021079258010118
"730",0.00021079258010118
"731",0.00021079258010118
"732",0.000243664717348928
"733",0.00021079258010118
"734",0.00025
"735",0.00021079258010118
"736",0.00021079258010118
"737",0.00021079258010118
"738",0.00021079258010118
"739",0.00025
"740",0.000243664717348928
"741",0.00025
"742",0.00021079258010118
"743",0.00021079258010118
"744",0.00025
"745",0.00021079258010118
"746",0.000217864923747277
"747",0.00021079258010118
"748",0.00025
"749",0.00021079258010118
"750",0.00021079258010118
"751",0.00021079258010118
"752",0.00021079258010118
"753",0.00025
"754",0.00021079258010118
"755",0.00021079258010118
"756",0.00021079258010118
"757",0.00021079258010118
"758",0.00021079258010118
"759",0.000217864923747277
"760",0.000243664717348928
"761",0.000243664717348928
"762",0.000243664717348928
"763",0.000217864923747277
"764",0.00021079258010118
"765",0.00021079258010118
"766",0.00021079258010118
"767",0.00025
"768",0.00021079258010118
"769",0.000243664717348928
"770",0.00021079258010118
"771",0.00021079258010118
"772",0.00021079258010118
"773",0.00021079258010118
"774",0.000243664717348928
"775",0.000243664717348928
"776",0.00021079258010118
"777",0.00021079258010118
"778",0.00021079258010118
"779",0.000213675213675214
"780",0.00025
"781",0.000243664717348928
"782",0.00025
"783",0.000202511138112596
"784",0.000226551880380607
"785",0.000202511138112596
"786",0.000226551880380607
"787",0.000226551880380607
"788",0.000202511138112596
"789",0.000202511138112596
"790",0.000202511138112596
"791",0.000226551880380607
"792",0.000202511138112596
"793",0.000202511138112596
"794",0.000202511138112596
"795",0.000226551880380607
"796",0.000202511138112596
"797",0.000202511138112596
"798",0.000226551880380607
"799",0.000226551880380607
"800",0.000202511138112596
"801",0.000226551880380607
"802",0.000226551880380607
"803",0.000226551880380607
"804",0.000209380234505863
"805",0.000226551880380607
"806",0.000202511138112596
"807",0.000226551880380607
"808",0.000226551880380607
"809",0.000202511138112596
"810",0.000226551880380607
"811",0.000202511138112596
"812",0.000226551880380607
"813",0.000226551880380607
"814",0.000202511138112596
"815",0.000202511138112596
"816",0.000202511138112596
"817",0.000202511138112596
"818",0.000226551880380607
"819",0.000202511138112596
"820",0.000202511138112596
"821",0.000202511138112596
"822",0.000226551880380607
"823",0.000226551880380607
"824",0.000202511138112596
"825",0.000202511138112596
"826",0.000226551880380607
"827",0.000226551880380607
"828",0.000226551880380607
"829",0.000202511138112596
"830",0.000202511138112596
"831",0.000202511138112596
"832",0.000226551880380607
"833",0.000226551880380607
"834",0.000202511138112596
"835",0.000226551880380607
"836",0.000202511138112596
"837",0.000202511138112596
"838",0.000226551880380607
"839",0.000202511138112596
"840",0.000202511138112596
"841",0.000202511138112596
"842",0.000226551880380607
"843",0.000226551880380607
"844",0.000202511138112596
"845",0.000226551880380607
"846",0.000226551880380607
"847",0.000202511138112596
"848",0.000202511138112596
"849",0.000243664717348928
"850",0.000202511138112596
"851",0.000202511138112596
"852",0.000226551880380607
"853",0.000226551880380607
"854",0.000226551880380607
"855",0.000202511138112596
"856",0.000202511138112596
"857",0.000202511138112596
"858",0.000202511138112596
"859",0.000226551880380607
"860",0.000202511138112596
"861",0.000202511138112596
"862",0.000202511138112596
"863",0.000202511138112596
"864",0.000226551880380607
"865",0.000202511138112596
"866",0.000226551880380607
"867",0.000226551880380607
"868",0.000226551880380607
"869",0.000202511138112596
"870",0.000202511138112596
"871",0.000202511138112596
"872",0.000202511138112596
"873",0.000202511138112596
"874",0.000202511138112596
"875",0.000226551880380607
"876",0.000210260723296888
"877",0.000232666356444858
"878",0.000226551880380607
"879",0.000226551880380607
"880",0.000202511138112596
"881",0.000226551880380607
"882",0.000226551880380607
"883",0.000202511138112596
"884",0.000202511138112596
"885",0.000226551880380607
"886",0.000202511138112596
"887",0.000226551880380607
"888",0.000202511138112596
"889",0.000226551880380607
"890",0.000226551880380607
"891",0.000202511138112596
"892",0.000202511138112596
"893",0.000226551880380607
"894",0.000226551880380607
"895",0.000202511138112596
"896",0.000202511138112596
"897",0.000202511138112596
"898",0.000226551880380607
"899",0.000226551880380607
"900",0.000226551880380607
"901",0.000226551880380607
"902",0.000202511138112596
"903",0.000226551880380607
"904",0.000202511138112596
"905",0.000202511138112596
"906",0.000202511138112596
"907",0.000202511138112596
"908",0.000226551880380607
"909",0.000202511138112596
"910",0.000226551880380607
"911",0.000202511138112596
"912",0.000202511138112596
"913",0.000226551880380607
"914",0.000202511138112596
"915",0.000202511138112596
"916",0.000202511138112596
"917",0.000202511138112596
"918",0.000202511138112596
"919",0.000202511138112596
"920",0.000226551880380607
"921",0.000202511138112596
"922",0.000202511138112596
"923",0.000226551880380607
"924",0.000202511138112596
"925",0.000202511138112596
"926",0.000202511138112596
"927",0.000226551880380607
"928",0.000202511138112596
"929",0.000202511138112596
"930",0.000202511138112596
"931",0.000202511138112596
"932",0.000202511138112596
"933",0.000226551880380607
"934",0.000202511138112596
"935",0.000226551880380607
"936",0.000226551880380607
"937",0.000226551880380607
"938",0.000226551880380607
"939",0.000202511138112596
"940",0.000226551880380607
"941",0.000226551880380607
"942",0.000202511138112596
"943",0.000226551880380607
"944",0.000226551880380607
"945",0.000202511138112596
"946",0.000202511138112596
"947",0.000202511138112596
"948",0.000202511138112596
"949",0.000202511138112596
"950",0.000202511138112596
"951",0.000202511138112596
"952",0.000226551880380607
"953",0.000202511138112596
"954",0.000226551880380607
"955",0.000202511138112596
"956",0.000202511138112596
"957",0.000226551880380607
"958",0.000226551880380607
"959",0.000202511138112596
"960",0.000226551880380607
"961",0.000202511138112596
"962",0.000226551880380607
"963",0.000202511138112596
"964",0.000226551880380607
"965",0.000226551880380607
"966",0.000202511138112596
"967",0.000226551880380607
"968",0.000202511138112596
"969",0.000226551880380607
"970",0.000202511138112596
"971",0.000202511138112596
"972",0.000202511138112596
"973",0.000202511138112596
"974",0.000226551880380607
"975",0.000202511138112596
"976",0.000202511138112596
"977",0.000202511138112596
"978",0.000202511138112596
"979",0.000202511138112596
"980",0.000226551880380607
"981",0.000226551880380607
"982",0.000202511138112596
"983",0.000202511138112596
"984",0.000202511138112596
"985",0.000226551880380607
"986",0.000202511138112596
"987",0.000210260723296888
"988",0.000202511138112596
"989",0.000226551880380607
"990",0.000226551880380607
"991",0.000202511138112596
"992",0.000202511138112596
"993",0.000202511138112596
"994",0.000202511138112596
"995",0.000226551880380607
"996",0.000202511138112596
"997",0.000202511138112596
"998",0.000202511138112596
"999",0.000226551880380607
"1000",0.000226551880380607
"1001",0.000226551880380607
"1002",0.000202511138112596
"1003",0.000202511138112596
"1004",0.000202511138112596
"1005",0.000226551880380607
"1006",0.000202511138112596
"1007",0.000226551880380607
"1008",0.000202511138112596
"1009",0.000226551880380607
"1010",0.000226551880380607
"1011",0.000226551880380607
"1012",0.000202511138112596
"1013",0.000202511138112596
"1014",0.000202511138112596
"1015",0.000226551880380607
"1016",0.000202511138112596
"1017",0.000202511138112596
"1018",0.000202511138112596
"1019",0.000226551880380607
"1020",0.000202511138112596
"1021",0.000202511138112596
"1022",0.000226551880380607
"1023",0.000202511138112596
"1024",0.000226551880380607
"1025",0.000202511138112596
"1026",0.000226551880380607
"1027",0.000202511138112596
"1028",0.000210260723296888
"1029",0.000202511138112596
"1030",0.000226551880380607
"1031",0.000206868018204386
"1032",0.000202511138112596
"1033",0.000202511138112596
"1034",0.000226551880380607
"1035",0.000202511138112596
"1036",0.000202511138112596
"1037",0.000226551880380607
"1038",0.000226551880380607
"1039",0.000202511138112596
"1040",0.000202511138112596
"1041",0.000202511138112596
"1042",0.000202511138112596
"1043",0.000202511138112596
"1044",0.000202511138112596
"1045",0.000202511138112596
"1046",0.000226551880380607
"1047",0.000202511138112596
"1048",0.000226551880380607
"1049",0.000202511138112596
"1050",0.000202511138112596
"1051",0.000202511138112596
"1052",0.000202511138112596
"1053",0.000226551880380607
"1054",0.000226551880380607
"1055",0.000202511138112596
"1056",0.000202511138112596
"1057",0.000202511138112596
"1058",0.000202511138112596
"1059",0.000226551880380607
"1060",0.000226551880380607
"1061",0.000226551880380607
"1062",0.000202511138112596
"1063",0.000226551880380607
"1064",0.000202511138112596
"1065",0.000202511138112596
"1066",0.000226551880380607
"1067",0.000226551880380607
"1068",0.000202511138112596
"1069",0.000226551880380607
"1070",0.000210260723296888
"1071",0.000226551880380607
"1072",0.000226551880380607
"1073",0.000202511138112596
"1074",0.000202511138112596
"1075",0.000202511138112596
"1076",0.000226551880380607
"1077",0.000180897250361794
"1078",0.000180897250361794
"1079",0.000180897250361794
"1080",0.000180897250361794
"1081",0.000180897250361794
"1082",0.000180897250361794
"1083",0.000180897250361794
"1084",0.000180897250361794
"1085",0.000180897250361794
"1086",0.000180897250361794
"1087",0.000180897250361794
"1088",0.000180897250361794
"1089",0.000180897250361794
"1090",0.000180897250361794
"1091",0.000180897250361794
"1092",0.000180897250361794
"1093",0.000180897250361794
"1094",0.000180897250361794
"1095",0.000180897250361794
"1096",0.000180897250361794
"1097",0.000180897250361794
"1098",0.000180897250361794
"1099",0.000180897250361794
"1100",0.000180897250361794
"1101",0.000180897250361794
"1102",0.000180897250361794
"1103",0.000180897250361794
"1104",0.000180897250361794
"1105",0.000180897250361794
"1106",0.000180897250361794
"1107",0.000180897250361794
"1108",0.000180897250361794
"1109",0.000180897250361794
"1110",0.000180897250361794
"1111",0.000180897250361794
"1112",0.000180897250361794
"1113",0.000180897250361794
"1114",0.000180897250361794
"1115",0.000206185567010309
"1116",0.000206185567010309
"1117",0.000206185567010309
"1118",0.000206185567010309
"1119",0.000206185567010309
"1120",0.000206185567010309
"1121",0.000206185567010309
"1122",0.000206185567010309
"1123",0.000206185567010309
"1124",0.000206185567010309
"1125",0.000206185567010309
"1126",0.000206185567010309
"1127",0.000206185567010309
"1128",0.000206185567010309
"1129",0.000206185567010309
"1130",0.000206185567010309
"1131",0.000206185567010309
"1132",0.000206185567010309
"1133",0.000206185567010309
"1134",0.000206185567010309
"1135",0.000206185567010309
"1136",0.000206185567010309
"1137",0.000206185567010309
"1138",0.000206185567010309
"1139",0.000206185567010309
"1140",0.000206185567010309
"1141",0.000206185567010309
"1142",0.000206185567010309
"1143",0.000206185567010309
"1144",0.000206185567010309
"1145",0.000206185567010309
"1146",0.000206185567010309
"1147",0.000206185567010309
"1148",0.000206185567010309
"1149",0.000206185567010309
"1150",0.000206185567010309
"1151",0.000206185567010309
"1152",0.000206185567010309
"1153",0.000206185567010309
"1154",0.000206185567010309
"1155",0.000206185567010309
"1156",0.000206185567010309
